datetime,cart,Record Count
"Apr 14, 2021","{""mayong~l"":1,""bancheese~s"":1}",1
"Apr 14, 2021","{""mayong~s"":1,""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""rlbehoy5tt"",""BABY OG"":1,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":1,""MAMA OG"":1,""MATCHA POWWOW"":0,""SEXY BACK"":1,""TRIPLE C"":1,""extra"":"""",""title"":""Small box of 5""}]}",1
"Apr 14, 2021","{""banultimate~s"":3,""bancheese~s"":2}",1
"Apr 14, 2021","{""custom"":[{""title"":""2 pistachio  1 oatmeal   "",""price"":270,""quantity"":100,""id"":""5ithg804ley""}]}",1
"Apr 14, 2021","{""brownie"":[{""count"":""9"",""price"":360,""quantity"":1,""id"":""5vlqt8qjp1i"",""BAE BROWNIE"":3,""FUDGE BROWNIE BITES"":3,""RED VELVET CREAM CHEESE BROWNIE BITES"":3,""extra"":"""",""title"":""Small box of 9""}],""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""mbuqka6lyu"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":1,""DOUBLE TROUBLE"":1,""MAMA OG"":1,""MATCHA POWWOW"":1,""SEXY BACK"":1,""TRIPLE C"":0,""extra"":"""",""title"":""Small box of 5""}],""pbj"":1,""salt"":1,""redvelvet"":1,""deathchoc"":1}",1
"Apr 14, 2021","{""mayong~s"":1,""carrot_slice"":1,""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""wp4sbwxq88"",""BABY OG"":1,""CORNFLAKE MARSHMALLOW"":1,""DOUBLE TROUBLE"":1,""MAMA OG"":0,""MATCHA POWWOW"":0,""SEXY BACK"":2,""TRIPLE C"":0,""extra"":"""",""title"":""Small box of 5""}]}",1
"Apr 14, 2021","{""soft"":[{""count"":""0"",""price"":40,""quantity"":1,""id"":""q6nbncc9fkc"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":0,""MAMA OG"":0,""MATCHA POWWOW"":0,""SEXY BACK"":0,""TRIPLE C"":0,""BAE BROWNIE"":0,""FUDGE BROWNIE BITES"":1,""RED VELVET CREAM CHEESE BROWNIE BITES"":0,""extra"":"""",""title"":""Soft cookies""}]}",1
"Apr 14, 2021","{""mayong~s"":1,""cookie"":[{""count"":""12"",""price"":990,""quantity"":1,""id"":""jmr592oh44"",""BABY OG"":2,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":2,""MAMA OG"":2,""MATCHA POWWOW"":2,""SEXY BACK"":2,""TRIPLE C"":2,""extra"":"""",""title"":""Large box of 12""}]}",1
"Apr 14, 2021","{""mayong~s"":1,""cookie"":[{""count"":""12"",""price"":990,""quantity"":1,""id"":""5n1yxlr3aae"",""BABY OG"":2,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":2,""MAMA OG"":2,""MATCHA POWWOW"":2,""SEXY BACK"":2,""TRIPLE C"":2,""extra"":"""",""title"":""Large box of 12""}]}",1
"Apr 14, 2021","{""chocpudding-1lb"":1}",1
"Apr 13, 2021","{""mayong~l"":1,""brownie"":[{""count"":""18"",""price"":640,""quantity"":1,""id"":""4h0dtep2wty"",""BAE BROWNIE"":6,""FUDGE BROWNIE BITES"":6,""RED VELVET CREAM CHEESE BROWNIE BITES"":6,""extra"":"""",""title"":""Double box of 18""}]}",1
"Apr 13, 2021","{""custom"":[{""title"":""1 lb choc pudding cake​*** lady in pink with flowers สีฟ้า***"",""price"":1800,""quantity"":0,""id"":""9kymxlvj7e6""},{""title"":""2 lb choc pudding cake​*** lady in pink with flowers สีฟ้า***"",""price"":2800,""quantity"":1,""id"":""0rvuvu72x68c""}]}",1
"Apr 13, 2021","{""brownie"":[{""count"":""9"",""price"":360,""quantity"":1,""id"":""ebdrqtvioh"",""BAE BROWNIE"":3,""FUDGE BROWNIE BITES"":4,""RED VELVET CREAM CHEESE BROWNIE BITES"":2,""extra"":"""",""title"":""Small box of 9""}]}",1
"Apr 13, 2021","{""kiss-1lb"":1}",1
"Apr 13, 2021","{""cake"":[{""count"":""8"",""price"":1660,""quantity"":0,""id"":""66yw0gzy3k2"",""BANANA NUTELLA"":1,""VERY BERRY BASQUE CHEESECAKE"":1,""CARROT CREAM CHEESE"":1,""CHOCOLATE PUDDING"":1,""YOUNG COCONUT CAKE"":1,""FERRERO CHOCOLATE TART"":1,""STRAWBERRY KISS"":1,""BLACKOUT CHOCOLATE CAKE"":1,""extra"":"""",""title"":""Large box of 8""},{""count"":""8"",""price"":1660,""quantity"":1,""id"":""8djz3ure669"",""BANANA NUTELLA"":1,""VERY BERRY BASQUE CHEESECAKE"":1,""CARROT CREAM CHEESE"":1,""CHOCOLATE PUDDING"":1,""YOUNG COCONUT CAKE"":2,""FERRERO CHOCOLATE TART"":1,""STRAWBERRY KISS"":1,""BLACKOUT CHOCOLATE CAKE"":0,""extra"":"""",""title"":""Large box of 8""}],""brownie"":[{""count"":""9"",""price"":360,""quantity"":1,""id"":""sw6acra7tfl"",""BAE BROWNIE"":3,""FUDGE BROWNIE BITES"":3,""RED VELVET CREAM CHEESE BROWNIE BITES"":3,""extra"":"""",""title"":""Small box of 9""}]}",1
"Apr 13, 2021","{""banana_slice"":1,""chocpudding_slice"":1,""berry_slice"":1,""coconut_slice"":1}",1
"Apr 13, 2021","{""heart-set&redvelvet,ganache.pinkgold"":1}",1
"Apr 13, 2021","{""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""gzsp0jlcee"",""BABY OG"":1,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":1,""MAMA OG"":1,""MATCHA POWWOW"":0,""SEXY BACK"":1,""TRIPLE C"":1,""extra"":"""",""title"":""Small box of 5""}],""brownie"":[{""count"":""9"",""price"":360,""quantity"":1,""id"":""i2vxqrvw9r"",""BAE BROWNIE"":3,""FUDGE BROWNIE BITES"":3,""RED VELVET CREAM CHEESE BROWNIE BITES"":3,""extra"":"""",""title"":""Small box of 9""}]}",1
"Apr 13, 2021","{""mayong~s"":2}",1
"Apr 13, 2021","{""brownie"":[{""count"":""9"",""price"":360,""quantity"":0,""id"":""xozxftloru9"",""BAE BROWNIE"":0,""FUDGE BROWNIE BITES"":4,""RED VELVET CREAM CHEESE BROWNIE BITES"":5,""extra"":"""",""title"":""Small box of 9""},{""count"":""18"",""price"":640,""quantity"":1,""id"":""z4vm21rbei"",""BAE BROWNIE"":0,""FUDGE BROWNIE BITES"":9,""RED VELVET CREAM CHEESE BROWNIE BITES"":9,""extra"":"""",""title"":""Double box of 18""}],""cookie"":[{""count"":""5"",""price"":450,""quantity"":0,""id"":""p4gw9rf2hyp"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":3,""MAMA OG"":0,""MATCHA POWWOW"":2,""SEXY BACK"":0,""TRIPLE C"":0,""extra"":"""",""title"":""Small box of 5""},{""count"":""12"",""price"":990,""quantity"":1,""id"":""dldqcj4jjm5"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":4,""DOUBLE TROUBLE"":4,""MAMA OG"":0,""MATCHA POWWOW"":4,""SEXY BACK"":0,""TRIPLE C"":0,""extra"":"""",""title"":""Large box of 12""}]}",1
"Apr 13, 2021","{""bancheese~l"":1,""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""xm0qqfivv78"",""BABY OG"":1,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":1,""MAMA OG"":1,""MATCHA POWWOW"":0,""SEXY BACK"":1,""TRIPLE C"":1,""extra"":"""",""title"":""Small box of 5""}],""deathchoc"":0}",1
"Apr 13, 2021","{""chocpudding-1lb#extraferrero"":1,""chocpudding-2lb#extraferrero"":0}",1
"Apr 13, 2021","{""hella"":1}",1
"Apr 13, 2021","{""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""ykttzudhhu9"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":1,""DOUBLE TROUBLE"":1,""MAMA OG"":2,""MATCHA POWWOW"":0,""SEXY BACK"":1,""TRIPLE C"":0,""extra"":"""",""title"":""Small box of 5""}]}",1
"Apr 13, 2021","{""custom"":[{""title"":""1 lb Choc pudding cake​***ตกเเต่งรูป​หัวใจ​สีชมพู​ มุก เเละเชอร์รี่​***"",""price"":2000,""quantity"":1,""id"":""2hwt2v7npt3""}]}",1
"Apr 13, 2021","{""custom"":[{""title"":""Lady in pink สีขาว / รสชาติมะพร้าว "",""price"":1800,""quantity"":1,""id"":""vpurfobxc8""}]}",1
"Apr 13, 2021","{""redvelvet"":1,""deathchoc"":1}",1
"Apr 13, 2021","{""cupc"":1,""brownie"":[{""count"":""9"",""price"":360,""quantity"":1,""id"":""fa1cecpidfc"",""BAE BROWNIE"":0,""FUDGE BROWNIE BITES"":9,""RED VELVET CREAM CHEESE BROWNIE BITES"":0,""extra"":"""",""title"":""Small box of 9""}],""chocpudding_slice"":1,""berry_slice"":0,""kiss_slice"":1,""banog~s"":1}",1
"Apr 13, 2021","{""kiss-1lb#dearest"":1}",1
"Apr 13, 2021","{""custom"":[{""title"":""1lb วนิลลา Butter Cream cake ตกแต่งรูปหัวใจชมพู มุกสีขาว"",""price"":2000,""quantity"":0,""id"":""ha1w0j4t72s""},{""title"":""1lb วนิลลา Butter Cream cake ตกแต่งรูปหัวใจชมพู มุกสีขาว และเชอร์รี่"",""price"":2000,""quantity"":1,""id"":""v1qatcice7""}]}",1
"Apr 13, 2021","{""carrot_slice"":1,""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""89i9qy4k0fn"",""BABY OG"":1,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":0,""MAMA OG"":2,""MATCHA POWWOW"":0,""SEXY BACK"":1,""TRIPLE C"":1,""extra"":"""",""title"":""Small box of 5""}]}",1
"Apr 13, 2021","{""blackout-1lb"":1}",1
"Apr 13, 2021","{""custom"":[{""title"":""Chocolate pudding cake loaf "",""price"":750,""quantity"":1,""id"":""djk50tu4ch""}]}",1
"Apr 13, 2021","{""coconut-1lb"":1}",2
"Apr 13, 2021","{""mayong-1lb"":1,""cupc"":1,""hella"":1}",1
"Apr 13, 2021","{""mayong~s"":4}",1
"Apr 13, 2021","{""custom"":[{""title"":""2 lb Hella nutella cookie cake​"",""price"":1250,""quantity"":1,""id"":""gzl0cfftytw""}]}",1
"Apr 13, 2021","{""heart-S&redvelvet.gold"":1}",1
"Apr 13, 2021","{""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""27ckr0enexn"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":1,""MAMA OG"":4,""MATCHA POWWOW"":0,""SEXY BACK"":0,""TRIPLE C"":0,""extra"":"""",""title"":""Small box of 5""}]}",1
"Apr 13, 2021","{""heart-L&redvelvet.pink"":1}",1
"Apr 13, 2021","{""giftboxloaf"":[{""count"":""1"",""price"":875,""quantity"":1,""id"":""hpeb52o84ec"",""DEATH BY CHOCOLATE PUDDING CAKE"":0,""BANANA CHEESE"":0,""BANANA NUTELLA "":0,""BANANA ULTIMATE COMBO"":0,""BANANA GOES NUTS"":0,""BANANA OG"":0,""MAYONGCHID CHEESEPIE"":1,""extra"":"""",""title"":""Small box of 1""}]}",1
"Apr 13, 2021","{""kiss-1lb"":1,""cupc"":1,""brownie"":[{""count"":""9"",""price"":360,""quantity"":1,""id"":""x251stt57u"",""BAE BROWNIE"":3,""FUDGE BROWNIE BITES"":3,""RED VELVET CREAM CHEESE BROWNIE BITES"":3,""extra"":"""",""title"":""Small box of 9""}]}",1
"Apr 12, 2021","{""bannuts~s"":2,""banultimate~s"":1,""ferrero_slice"":2,""berry_slice"":1,""carrot_slice"":1}",1
"Apr 12, 2021","{""custom"":[{""title"":""1 lb banana nutella​*** lady in pink with flowers ทรงสูง​****​**​"",""price"":2300,""quantity"":1,""id"":""syot01lptdf""}]}",1
"Apr 12, 2021","{""bannutella~s"":2,""mayong~s"":1,""brownie"":[{""count"":""9"",""price"":360,""quantity"":1,""id"":""vuliv85l3d"",""BAE BROWNIE"":0,""FUDGE BROWNIE BITES"":9,""RED VELVET CREAM CHEESE BROWNIE BITES"":0,""extra"":"""",""title"":""Small box of 9""},{""count"":""18"",""price"":640,""quantity"":1,""id"":""56ukpbtajxp"",""BAE BROWNIE"":6,""FUDGE BROWNIE BITES"":6,""RED VELVET CREAM CHEESE BROWNIE BITES"":6,""extra"":"""",""title"":""Double box of 18""}]}",1
"Apr 12, 2021","{""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""e0pi7gzgq0c"",""BABY OG"":1,""CORNFLAKE MARSHMALLOW"":1,""DOUBLE TROUBLE"":1,""MAMA OG"":1,""MATCHA POWWOW"":0,""SEXY BACK"":1,""TRIPLE C"":0,""extra"":"""",""title"":""Small box of 5""}]}",1
"Apr 12, 2021","{""heart-S&redvelvet.pink"":1}",1
"Apr 12, 2021","{""hella"":1,""cupc"":2,""pbj"":1,""valrhona"":1,""peanut"":1}",1
"Apr 12, 2021","{""pbj"":1,""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""tf0pepllsc"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":1,""DOUBLE TROUBLE"":0,""MAMA OG"":1,""MATCHA POWWOW"":1,""SEXY BACK"":2,""TRIPLE C"":0,""extra"":"""",""title"":""Small box of 5""}],""coconut-1lb#dearest"":1}",1
"Apr 12, 2021","{""carrot_slice"":1,""bannuts~s"":1,""mayong~s"":2,""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""m691io003mp"",""BABY OG"":2,""CORNFLAKE MARSHMALLOW"":1,""DOUBLE TROUBLE"":1,""MAMA OG"":1,""MATCHA POWWOW"":0,""SEXY BACK"":0,""TRIPLE C"":0,""extra"":"""",""title"":""Small box of 5""}]}",1
"Apr 12, 2021","{""heart-set&redvelvet,ganache.pinkgold"":1}",2
"Apr 12, 2021","{""brownie"":[{""count"":""18"",""price"":640,""quantity"":1,""id"":""4a18mloq01q"",""BAE BROWNIE"":6,""FUDGE BROWNIE BITES"":6,""RED VELVET CREAM CHEESE BROWNIE BITES"":6,""extra"":"""",""title"":""Double box of 18""}]}",1
"Apr 12, 2021","{""custom"":[{""title"":""บัตเตอร์เค้ก​ 1​ ปอนด์​"",""price"":1500,""quantity"":1,""id"":""u4234kq3vng""}]}",1
"Apr 12, 2021","{""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""j75mkrfvce"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":1,""MAMA OG"":1,""MATCHA POWWOW"":0,""SEXY BACK"":3,""TRIPLE C"":0,""extra"":"""",""title"":""Small box of 5""}]}",1
"Apr 12, 2021","{""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""ajdt0im3va"",""BABY OG"":1,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":0,""MAMA OG"":2,""MATCHA POWWOW"":0,""SEXY BACK"":2,""TRIPLE C"":0,""extra"":"""",""title"":""Small box of 5""}],""hella"":1}",1
"Apr 12, 2021","{""cupccake-2lb"":1}",1
"Apr 12, 2021","{""berry_slice"":1,""banana_slice"":2,""coconut_slice"":1,""cake"":[{""count"":""8"",""price"":1660,""quantity"":0,""id"":""mmw9j45a3jj"",""BANANA NUTELLA"":1,""VERY BERRY BASQUE CHEESECAKE"":1,""CARROT CREAM CHEESE"":1,""CHOCOLATE PUDDING"":1,""YOUNG COCONUT CAKE"":1,""FERRERO CHOCOLATE TART"":1,""STRAWBERRY KISS"":1,""BLACKOUT CHOCOLATE CAKE"":1,""extra"":"""",""title"":""Large box of 8""},{""count"":""8"",""price"":1660,""quantity"":1,""id"":""c9qf754xn9"",""BANANA NUTELLA"":2,""VERY BERRY BASQUE CHEESECAKE"":2,""CARROT CREAM CHEESE"":0,""CHOCOLATE PUDDING"":0,""YOUNG COCONUT CAKE"":3,""FERRERO CHOCOLATE TART"":1,""STRAWBERRY KISS"":0,""BLACKOUT CHOCOLATE CAKE"":0,""extra"":"""",""title"":""Large box of 8""}]}",1
"Apr 12, 2021","{""hella"":1,""banultimate~l"":1}",1
"Apr 12, 2021","{""mayong~s"":1,""deathchoc"":2}",1
"Apr 12, 2021","{""banog~s"":1}",1
"Apr 12, 2021","{""cookie"":[{""count"":""12"",""price"":990,""quantity"":1,""id"":""pw14d75m3uj"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":0,""MAMA OG"":0,""MATCHA POWWOW"":0,""SEXY BACK"":12,""TRIPLE C"":0,""extra"":"""",""title"":""Large box of 12""}]}",1
"Apr 12, 2021","{""bancheese~s"":0,""mayong~s"":0,""banultimate~s"":0,""mayong~l"":1,""banultimate~l"":1}",1
"Apr 12, 2021","{""cake"":[{""count"":""8"",""price"":1660,""quantity"":1,""id"":""006duod75n6pe"",""BANANA NUTELLA"":1,""VERY BERRY BASQUE CHEESECAKE"":1,""CARROT CREAM CHEESE"":1,""CHOCOLATE PUDDING"":1,""YOUNG COCONUT CAKE"":1,""FERRERO CHOCOLATE TART"":1,""STRAWBERRY KISS"":1,""BLACKOUT CHOCOLATE CAKE"":1,""extra"":"""",""title"":""Large box of 8""}]}",1
"Apr 12, 2021","{""chocpudding-1lb"":1}",1
"Apr 12, 2021","{""custom"":[{""title"":""3 lb Banana nutella ***ตกเเต่ง​ dearest mother​***"",""price"":4500,""quantity"":0,""id"":""vy46dtqfla""},{""title"":""3 lb Banana nutella ***ตกเเต่ง​ dearest flower​s***"",""price"":4500,""quantity"":1,""id"":""cocinqo5uit""}]}",1
"Apr 12, 2021","{""blackout-1lb"":1}",1
"Apr 12, 2021","{""cookie"":[{""count"":""5"",""price"":450,""quantity"":0,""id"":""o8ztg3gcft"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":5,""DOUBLE TROUBLE"":0,""MAMA OG"":0,""MATCHA POWWOW"":0,""SEXY BACK"":0,""TRIPLE C"":0,""extra"":"""",""title"":""Small box of 5""},{""count"":""12"",""price"":990,""quantity"":1,""id"":""19tcyi6aly1"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":6,""DOUBLE TROUBLE"":2,""MAMA OG"":0,""MATCHA POWWOW"":0,""SEXY BACK"":3,""TRIPLE C"":1,""extra"":"""",""title"":""Large box of 12""}],""bancheese~s"":1}",1
"Apr 12, 2021","{""hella"":1,""deathchoc"":0,""salt"":1}",1
"Apr 12, 2021","{""custom"":[{""title"":""เค้ก 2 ปอนด์. รสชาติ basque burnt cheese cake ตกแต่ง lady in pink "",""price"":2800,""quantity"":1,""id"":""ek1kp13em7m""}]}",1
"Apr 12, 2021","{""cookie"":[{""count"":""12"",""price"":990,""quantity"":1,""id"":""x2vr5jbg0ph"",""BABY OG"":2,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":2,""MAMA OG"":2,""MATCHA POWWOW"":2,""SEXY BACK"":2,""TRIPLE C"":2,""extra"":"""",""title"":""Large box of 12""}]}",1
"Apr 12, 2021","{""cake"":[{""count"":""8"",""price"":1640,""quantity"":1,""id"":""8rq0oeti877"",""BANANA NUTELLA"":2,""VERY BERRY BASQUE CHEESECAKE"":0,""CARROT CREAM CHEESE"":1,""CHOCOLATE PUDDING"":2,""YOUNG COCONUT CAKE"":1,""FERRERO CHOCOLATE TART"":1,""STRAWBERRY KISS"":1,""BLACKOUT CHOCOLATE CAKE"":0,""extra"":"""",""title"":""Large box of 8""}]}",1
"Apr 12, 2021","{""mayong~l"":1}",1
"Apr 12, 2021","{""brownie"":[{""count"":""9"",""price"":360,""quantity"":1,""id"":""wt9hs9o212"",""BAE BROWNIE"":0,""FUDGE BROWNIE BITES"":9,""RED VELVET CREAM CHEESE BROWNIE BITES"":0,""extra"":"""",""title"":""Small box of 9""}],""hella"":2,""pbj"":2,""salt"":1,""banultimate~s"":1}",1
"Apr 12, 2021","{""hella"":1}",1
"Apr 12, 2021","{""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""a4f9xmxmbba"",""BABY OG"":1,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":0,""MAMA OG"":0,""MATCHA POWWOW"":2,""SEXY BACK"":2,""TRIPLE C"":0,""extra"":"""",""title"":""Small box of 5""}],""cupc"":1,""salt"":1}",1
"Apr 12, 2021","{""berry-1lb"":1}",2
"Apr 12, 2021","{""mayong~s"":2}",3
"Apr 12, 2021","{""cookie"":[{""count"":""12"",""price"":990,""quantity"":1,""id"":""gnb12vff3z9"",""BABY OG"":3,""CORNFLAKE MARSHMALLOW"":3,""DOUBLE TROUBLE"":0,""MAMA OG"":3,""MATCHA POWWOW"":0,""SEXY BACK"":3,""TRIPLE C"":0,""extra"":"""",""title"":""Large box of 12""}]}",1
"Apr 12, 2021","{""cookie"":[{""count"":""12"",""price"":990,""quantity"":1,""id"":""cctonnxakyh"",""BABY OG"":1,""CORNFLAKE MARSHMALLOW"":2,""DOUBLE TROUBLE"":0,""MAMA OG"":1,""MATCHA POWWOW"":4,""SEXY BACK"":4,""TRIPLE C"":0,""extra"":"""",""title"":""Large box of 12""}]}",1
"Apr 12, 2021","{""hella"":1,""deathchoc"":1,""pbj"":1,""berry_slice"":1,""coconut_slice"":1}",1
"Apr 12, 2021","{""hella"":2,""salt"":2,""peanut"":2,""cupccake-1lb"":1,""cookie"":[{""count"":""12"",""price"":990,""quantity"":1,""id"":""6xfkkpj8hj"",""BABY OG"":2,""CORNFLAKE MARSHMALLOW"":4,""DOUBLE TROUBLE"":0,""MAMA OG"":2,""MATCHA POWWOW"":0,""SEXY BACK"":4,""TRIPLE C"":0,""extra"":"""",""title"":""Large box of 12""}]}",1
"Apr 12, 2021","{""hella"":2}",1
"Apr 11, 2021","{""redvelvet"":1,""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""ty9ai56xl4b"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":0,""DOUBLE TROUBLE"":2,""MAMA OG"":2,""MATCHA POWWOW"":0,""SEXY BACK"":1,""TRIPLE C"":0,""extra"":"""",""title"":""Small box of 5""}]}",1
"Apr 11, 2021","{""deathchoc"":1,""salt"":1,""redvelvet"":1}",1
"Apr 11, 2021","{""banog~s"":1}",1
"Apr 11, 2021","{""blackout-1lb"":1,""coconut_slice"":1,""berry_slice"":1}",1
"Apr 11, 2021","{""kiss_slice"":2,""chocpudding_slice"":1,""blackout_slice"":1}",1
"Apr 11, 2021","{""brownie"":[{""count"":""9"",""price"":360,""quantity"":1,""id"":""45d4n1dty9a"",""BAE BROWNIE"":0,""FUDGE BROWNIE BITES"":9,""RED VELVET CREAM CHEESE BROWNIE BITES"":0,""extra"":"""",""title"":""Small box of 9""}],""redvelvet"":1}",1
"Apr 11, 2021","{""custom"":[{""title"":""เค้ก young coconut  ตกแต่งแบบ lady in pink ( โทนสีเขียวตามภาพที่แนบมา)  size 1 lb ค่ะ "",""price"":1800,""quantity"":1,""id"":""0d5wz5lep3kh""}]}",1
"Apr 11, 2021","{""coconut_slice"":1,""mayong~l"":1}",1
"Apr 11, 2021","{""brownie"":[{""count"":""9"",""price"":360,""quantity"":1,""id"":""w3ap5n6pojk"",""BAE BROWNIE"":3,""FUDGE BROWNIE BITES"":3,""RED VELVET CREAM CHEESE BROWNIE BITES"":3,""extra"":"""",""title"":""Small box of 9""}],""mayong~s"":1,""bannutella~s"":1,""banultimate~s"":1}",1
"Apr 11, 2021","{""chocpudding_slice"":1,""carrot_slice"":1}",1
"Apr 11, 2021","{""mayong-1lb"":1,""cupc"":1,""pbj"":1,""redvelvet"":1}",1
"Apr 11, 2021","{""mayong~l"":1}",1
"Apr 11, 2021","{""hella"":1,""mayong~s"":1}",1
"Apr 11, 2021","{""deathcake"":1,""bannutella~s"":1}",1
"Apr 11, 2021","{""banana-1lb"":1}",1
"Apr 11, 2021","{""cake"":[{""count"":""8"",""price"":1660,""quantity"":1,""id"":""khjvmbbiuh"",""BANANA NUTELLA"":1,""VERY BERRY BASQUE CHEESECAKE"":1,""CARROT CREAM CHEESE"":1,""CHOCOLATE PUDDING"":1,""YOUNG COCONUT CAKE"":1,""FERRERO CHOCOLATE TART"":1,""STRAWBERRY KISS"":1,""BLACKOUT CHOCOLATE CAKE"":1,""extra"":"""",""title"":""Large box of 8""}]}",1
"Apr 11, 2021","{""cupc"":1,""deathchoc"":1,""coconut_slice"":1}",1
"Apr 11, 2021","{""brownie"":[{""count"":""9"",""price"":360,""quantity"":1,""id"":""z1sawoah35"",""BAE BROWNIE"":3,""FUDGE BROWNIE BITES"":3,""RED VELVET CREAM CHEESE BROWNIE BITES"":3,""extra"":"""",""title"":""Small box of 9""}]}",1
"Apr 11, 2021","{""mayong~s"":1,""hella"":1}",1
"Apr 11, 2021","{""cake"":[{""count"":""8"",""price"":1620,""quantity"":1,""id"":""isu4haf92wg"",""BANANA NUTELLA"":2,""VERY BERRY BASQUE CHEESECAKE"":1,""CARROT CREAM CHEESE"":1,""CHOCOLATE PUDDING"":2,""YOUNG COCONUT CAKE"":2,""FERRERO CHOCOLATE TART"":0,""STRAWBERRY KISS"":0,""BLACKOUT CHOCOLATE CAKE"":0,""extra"":"""",""title"":""Large box of 8""}],""mayong~l"":1,""bancheese~s"":0,""banog~s"":1}",1
"Apr 11, 2021","{""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""15s0hm7bm73"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":1,""DOUBLE TROUBLE"":1,""MAMA OG"":1,""MATCHA POWWOW"":1,""SEXY BACK"":1,""TRIPLE C"":0,""extra"":"""",""title"":""Small box of 5""}]}",1
"Apr 11, 2021","{""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""42xzcaj5565"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":1,""DOUBLE TROUBLE"":0,""MAMA OG"":1,""MATCHA POWWOW"":1,""SEXY BACK"":2,""TRIPLE C"":0,""extra"":"""",""title"":""Small box of 5""}]}",1
"Apr 11, 2021","{""cupc"":0,""deathchoc"":1,""pbj"":1}",1
"Apr 11, 2021","{""kiss_slice"":1,""ferrero_slice"":1}",1
"Apr 11, 2021","{""custom"":[{""title"":""เค้ก chocolate Nutella (1Ib)"",""price"":1500,""quantity"":1,""id"":""epvahg9bjgr""}]}",1
"Apr 11, 2021","{""mayong-1lb"":1}",1
"Apr 11, 2021","{""blackout_slice"":2,""bannuts~s"":1,""bancheese~s"":3,""banultimate~s"":1}",1
"Apr 11, 2021","{""bancheese~l"":1}",1
"Apr 11, 2021","{""cupc"":5}",1
"Apr 11, 2021","{""mayong~s"":2}",1
"Apr 10, 2021","{""cookie"":[{""count"":""5"",""price"":450,""quantity"":1,""id"":""rzxdda50vq"",""BABY OG"":0,""CORNFLAKE MARSHMALLOW"":1,""DOUBLE TROUBLE"":0,""MAMA OG"":2,""MATCHA POWWOW"":0,""SEXY BACK"":2,""TRIPLE C"":0,""extra"":"""",""title"":""Small box of 5""}]}",1
"Apr 10, 2021","{""carrot-1lb#dearest"":1}",1
"Apr 10, 2021","{""mayong-1lb"":1}",1
"Apr 10, 2021","{""mayong~l"":1}",2
"Apr 10, 2021","{""blackout_slice"":2,""ferrero_slice"":1,""berry_slice"":1,""banana_slice"":1,""chocpudding_slice"":1}",1
